return_id,order_id,return_amount,return_date
1576,73206,3440.02,2023-12-29
1577,32319,4119.31,2023-09-09
1578,37834,3199.41,2024-02-12
1579,36199,797.63,2024-06-25
1580,2260,2339.63,2023-08-14
1581,68357,4840.06,2023-10-05
1582,71108,1624.03,2024-06-27
1583,18988,2070.58,2025-11-29
1584,77362,1629.32,2024-08-18
1585,17837,5534.56,2025-05-19
1586,82328,162.01,2026-04-27
1587,1055,327.73,2025-01-06
1588,15923,124.83,2023-10-09
1589,92671,4144.47,2024-03-05
1590,86992,3162.34,2024-06-12
1591,503,6331.36,2025-08-31
1592,89645,218.23,2024-01-27
1593,69374,1213.94,2024-04-01
1594,27596,2184.54,2025-04-19
1595,34626,2572.13,2024-12-17
1596,32867,2478.62,2025-09-28
1597,32771,1708.25,2026-05-12
1598,37819,6162.62,2023-08-05
1599,90215,782.72,2024-09-06
1600,52988,6369.2,2025-04-30
1601,23884,24.69,2024-12-12
1602,95435,127.66,2024-11-29
1603,40421,635.54,2025-03-20
1604,59727,789.58,2024-12-28
1605,68521,2363.4,2025-12-27
1606,88204,1799.29,2024-10-09
1607,57323,1558.46,2026-02-26
1608,97140,3317.35,2025-12-22
1609,9544,3529.47,2025-06-06
1610,13465,3383.84,2026-02-18
1611,19426,1012.78,2024-02-02
1612,38854,2654.67,2026-06-04
1613,99864,3609.43,2024-05-05
1614,24711,1891.83,2024-01-10
1615,60468,4110.15,2024-02-23
1616,1385,4011.13,2026-02-06
1617,4700,3867.49,2026-04-02
1618,45450,607.75,2025-08-03
1619,65203,3993.6,2026-02-15
1620,60091,1177.06,2024-09-22
1621,31471,5522.94,2025-03-15
1622,69020,2249.95,2024-01-25
1623,51759,2296.22,2025-10-01
1624,59099,6360.66,2023-09-28
1625,78633,852.02,2023-09-30
1626,31734,1901.71,2023-09-07
1627,5983,1716.06,2026-07-03
1628,7332,2059.24,2025-03-06
1629,78675,2671.12,2024-04-07
1630,4081,991.4,2025-11-23
1631,48601,1719.83,2025-01-12
1632,68955,729.96,2025-04-11
1633,13548,3369.2,2023-10-22
1634,7117,2519.21,2023-11-19
1635,72131,2355.99,2024-01-09
1636,11135,2478.34,2025-09-08
1637,57993,850.85,2024-12-24
1638,62438,789.98,2024-02-20
1639,26595,598.98,2026-02-14
1640,20442,1837.19,2025-01-02
1641,65948,5052.12,2025-01-14
1642,96591,3506.48,2024-11-10
1643,43538,5693.4,2026-04-13
1644,20267,1502.15,2026-01-11
1645,64013,8813.26,2025-05-27
1646,2169,343.75,2023-11-01
1647,59866,2022.74,2023-11-14
1648,27877,3799.43,2026-05-05
1649,89079,427.69,2024-10-16
1650,95367,1328.71,2024-08-20
1651,91412,8501.83,2024-11-26
1652,29223,186.06,2024-06-09
1653,76824,3240.86,2023-07-11
1654,29338,2230.46,2025-01-24
1655,90330,570.19,2026-01-24
1656,805,394.72,2025-08-11
1657,39886,4815.7,2026-01-02
1658,42561,4334.89,2025-04-07
1659,78784,1008.64,2024-09-28
1660,30513,495.24,2026-03-03
1661,80442,1497.58,2025-06-27
1662,37144,510.51,2025-05-02
1663,21593,616.87,2025-11-22
1664,9203,1914.89,2023-12-24
1665,76452,5218.86,2025-05-28
1666,54011,679.94,2026-02-26
1667,66861,2812.97,2024-04-13
1668,81149,2467.59,2024-05-24
1669,49499,3663.29,2025-03-07
1670,2874,38.7,2024-03-14
1671,52217,5571.46,2026-03-06
1672,75293,363.93,2025-01-21
1673,66694,5005.66,2025-12-22
1674,37980,3772.48,2025-08-20
1675,135,1408.05,2023-11-06
1676,27820,803.44,2024-02-19
1677,79185,446.18,2023-12-21
1678,19321,446.99,2026-04-03
1679,51421,5135.76,2024-02-14
1680,84149,5430.19,2025-03-12
1681,8543,6152.68,2025-02-23
1682,5604,3511.61,2025-11-13
1683,54807,1427.63,2024-11-21
1684,35704,135.2,2024-12-03
1685,23210,1295.06,2025-01-27
1686,86623,4099.29,2025-02-17
1687,87467,138.03,2025-01-24
1688,48273,500.65,2025-05-26
1689,11754,3219.18,2025-08-19
1690,71535,205.82,2025-12-07
1691,95134,3392.82,2026-05-23
1692,77145,621.97,2024-09-22
1693,26555,5099.52,2024-10-10
1694,48390,397.59,2023-10-28
1695,42578,1631.2,2024-06-05
1696,14793,2856.08,2024-06-10
1697,99624,112.74,2024-06-04
1698,21809,2639.34,2023-08-28
1699,343,748.53,2026-02-22
1700,53481,5325.37,2024-09-20
1701,11726,976.55,2024-12-11
1702,95337,2438.64,2024-09-23
1703,73551,66.01,2024-08-21
1704,79515,2421.61,2024-09-18
1705,65676,3125.13,2023-12-21
1706,61254,6777.44,2026-03-15
1707,15778,5136.26,2023-09-20
1708,51538,3619.6,2025-11-29
1709,41587,2263.2,2026-03-22
1710,86978,168.21,2024-12-17
1711,81365,2121.8,2026-04-02
1712,10850,2465.67,2025-03-20
1713,3000,246.79,2025-02-06
1714,84349,3711.05,2024-01-17
1715,87136,2620.0,2026-06-27
1716,44834,6321.14,2025-11-15
1717,22930,1965.63,2024-08-20
1718,57083,9582.69,2025-08-13
1719,8937,323.48,2025-05-20
1720,29932,2693.55,2026-06-06
1721,8192,359.41,2025-05-11
1722,674,6123.32,2024-03-30
1723,48783,332.79,2025-09-06
1724,46463,4320.27,2025-03-20
1725,2484,470.77,2025-05-21
1726,67047,456.58,2026-03-09
1727,18476,6771.23,2026-02-26
1728,71192,1421.48,2025-06-20
1729,74111,3501.38,2026-01-25
1730,94380,254.27,2025-06-28
1731,56603,2125.92,2023-12-04
1732,81512,765.65,2025-11-22
1733,81263,76.53,2025-02-08
1734,60034,1465.64,2026-06-03
1735,90919,4322.58,2024-08-12
1736,48642,261.23,2026-02-22
1737,82817,1045.5,2026-03-14
1738,69037,1184.76,2024-05-21
1739,47979,2856.61,2026-04-20
1740,79818,652.89,2025-02-25
1741,73422,985.88,2024-07-30
1742,51203,586.75,2024-04-21
1743,56840,285.36,2024-05-20
1744,51699,973.59,2023-10-28
1745,18735,8871.07,2025-07-16
1746,48253,239.71,2023-12-30
1747,42644,2281.29,2024-01-20
1748,58747,1706.33,2026-04-21
1749,29415,2480.68,2026-03-23
1750,76542,7259.07,2024-05-27
1751,83540,2697.06,2025-04-29
1752,22893,223.97,2023-07-12
1753,97672,9773.47,2024-11-16
1754,61258,6276.1,2024-06-18
1755,12529,9118.76,2023-11-14
1756,28487,6835.15,2024-12-27
1757,39925,49.97,2024-06-16
1758,53675,5991.44,2026-06-14
1759,84112,2305.01,2025-10-08
1760,57356,342.97,2023-08-07
1761,38115,4924.05,2024-09-10
1762,4685,4059.01,2024-08-11
1763,43583,1724.84,2025-10-28
1764,94481,2706.47,2023-07-07
1765,90425,82.71,2026-04-16
1766,11127,3454.22,2026-04-04
1767,1197,5029.63,2024-09-28
1768,13695,3246.2,2024-02-25
1769,50601,1843.99,2026-01-18
1770,94029,1214.98,2025-10-23
1771,5331,3941.12,2024-07-07
1772,95028,1487.81,2024-11-21
1773,55991,282.42,2025-02-08
1774,15751,5154.06,2025-11-10
1775,47594,2341.35,2023-11-30
1776,67454,35.27,2025-11-01
1777,48215,466.17,2025-12-14
1778,33635,927.71,2025-01-08
1779,60901,1254.66,2024-10-13
1780,86921,3650.43,2023-10-29
1781,36722,1297.09,2024-12-15
1782,1863,1683.86,2023-07-24
1783,55956,7438.68,2025-01-14
1784,48467,1496.71,2023-08-22
1785,92594,195.12,2026-06-09
1786,37754,526.17,2025-04-03
1787,14407,363.54,2024-10-25
1788,34994,3242.1,2024-07-31
1789,30358,3905.82,2024-09-04
1790,50924,1458.7,2023-08-06
1791,15515,7943.74,2024-08-11
1792,85485,4195.98,2026-05-06
1793,38182,358.26,2023-12-22
1794,2183,3567.88,2025-01-15
1795,28239,3687.89,2024-02-04
1796,47890,1111.61,2024-09-07
1797,83772,940.63,2023-08-20
1798,8519,1171.02,2024-01-20
1799,19758,5268.84,2023-11-24
1800,86036,127.65,2026-03-06
1801,1577,3180.82,2024-12-06
1802,46392,4924.95,2024-06-16
1803,30453,877.5,2025-05-22
1804,36586,2958.65,2025-10-29
1805,40148,4320.26,2025-08-26
1806,8170,6154.98,2024-01-28
1807,85242,2701.15,2023-12-04
1808,15288,8.46,2025-03-08
1809,23862,5689.16,2024-06-17
1810,64477,261.46,2023-08-04
1811,87692,55.71,2025-07-25
1812,92371,2617.04,2025-01-16
1813,68263,600.66,2025-12-28
1814,82700,334.47,2024-04-14
1815,31448,87.32,2026-01-28
1816,4780,4791.66,2024-02-05
1817,77056,1828.11,2025-04-10
1818,91444,433.18,2023-08-25
1819,51450,6385.12,2024-07-03
1820,92036,295.87,2025-09-24
1821,6651,2557.8,2024-12-11
1822,72764,224.56,2023-08-03
1823,9764,2406.4,2025-04-16
1824,86313,1546.81,2024-09-04
1825,21599,4148.61,2024-07-02
1826,42159,3411.3,2024-06-30
1827,15393,248.24,2025-09-06
1828,66782,4814.6,2024-11-16
1829,74253,1255.12,2025-10-07
1830,1092,2688.44,2025-01-22
1831,20597,2941.7,2023-10-09
1832,17455,162.8,2023-08-13
1833,98352,10014.6,2026-04-14
1834,4976,4663.19,2025-08-21
1835,9923,1062.03,2024-12-10
1836,41205,167.61,2025-06-09
1837,63979,664.19,2024-02-06
1838,14965,499.03,2025-05-14
1839,18593,7420.72,2023-07-07
1840,77616,3019.35,2025-04-10
1841,59951,4048.72,2023-07-05
1842,37027,674.67,2024-06-10
1843,62880,1757.51,2024-04-29
1844,67293,55.35,2023-09-08
1845,39983,4023.03,2026-05-23
1846,54447,744.92,2026-05-14
1847,78747,4971.62,2026-06-26
1848,48476,1061.54,2024-06-18
1849,54410,121.59,2024-03-12
1850,58904,1582.14,2026-04-26
1851,50805,6216.28,2025-11-23
1852,14305,309.57,2024-10-31
1853,53624,4822.93,2025-05-19
1854,37638,2293.34,2025-03-28
1855,38658,4721.58,2026-05-29
1856,60256,3266.84,2025-11-22
1857,2531,276.1,2026-07-08
1858,21256,78.19,2025-09-05
1859,88493,88.68,2023-09-07
1860,47721,998.39,2025-09-12
1861,51763,1311.35,2024-06-25
1862,54409,3965.23,2024-08-27
1863,54133,4853.17,2024-02-07
1864,25160,1818.07,2025-04-17
1865,32675,1655.15,2025-10-07
1866,61824,3677.2,2025-03-08
1867,54691,6956.69,2024-05-16
1868,4196,370.21,2025-02-23
1869,52526,350.8,2026-01-27
1870,15845,1060.51,2026-04-27
1871,12054,2649.3,2026-04-16
1872,36910,904.76,2025-01-04
1873,13133,2711.36,2024-02-26
1874,8933,100.54,2025-09-04
1875,68535,2207.62,2025-06-02
1876,70099,4980.19,2023-08-22
1877,12326,1388.17,2024-03-12
1878,10430,2217.91,2026-05-18
1879,22820,5667.31,2023-06-24
1880,38951,6464.17,2025-12-24
1881,43546,3271.66,2026-03-22
1882,17371,1151.48,2023-09-26
1883,19804,2438.36,2023-10-10
1884,61238,329.21,2026-01-09
1885,17948,328.41,2025-06-18
1886,13656,1513.2,2023-08-20
1887,10593,423.03,2023-08-02
1888,29268,2391.38,2025-02-20
1889,65394,6391.56,2024-03-29
1890,25871,1786.26,2024-05-09
1891,15404,3433.98,2025-07-17
1892,96450,9269.45,2025-03-18
1893,96854,1199.87,2025-01-26
1894,29041,4777.8,2023-11-18
1895,20292,6443.12,2025-09-05
1896,1880,721.78,2024-12-06
1897,29189,3763.41,2024-12-04
1898,57676,4794.51,2024-01-22
1899,61627,5012.28,2025-04-05
1900,83963,5416.11,2026-06-05
1901,58323,724.08,2024-07-24
1902,89800,2569.5,2025-05-18
1903,32057,2797.28,2024-09-19
1904,52661,1958.18,2026-06-16
1905,72885,8844.09,2024-04-21
1906,96478,3181.46,2023-10-25
1907,91000,4122.34,2023-09-10
1908,54357,6256.15,2025-07-07
1909,26622,1272.85,2024-08-20
1910,48463,7914.1,2024-12-14
1911,74759,849.54,2024-05-22
1912,37428,1894.8,2024-02-27
1913,92358,2516.79,2026-03-31
1914,47556,3422.85,2024-01-15
1915,83515,5942.31,2024-10-30
1916,50506,2741.93,2025-01-22
1917,7539,6874.18,2025-03-20
1918,57016,449.23,2024-01-04
1919,68522,459.8,2024-05-28
1920,47315,5013.02,2025-12-05
1921,32006,5197.17,2024-03-14
1922,48684,293.78,2025-01-02
1923,28741,4094.56,2025-09-20
1924,74458,795.9,2024-01-29
1925,98127,4839.45,2024-03-20
1926,59648,2589.18,2023-08-16
1927,34715,2361.72,2026-06-25
1928,76438,4523.66,2025-06-16
1929,94548,927.72,2024-04-17
1930,99003,302.54,2025-09-15
1931,46634,1507.53,2023-07-09
1932,84956,104.76,2025-07-10
1933,74834,901.35,2026-02-11
1934,90899,1178.58,2024-03-11
1935,52378,1295.48,2025-10-03
1936,93243,4979.73,2023-09-07
1937,47100,4193.72,2025-10-25
1938,38754,1785.63,2026-06-27
1939,5223,695.57,2026-03-04
1940,94199,1471.41,2025-01-01
1941,5712,8880.47,2024-04-20
1942,50652,3911.18,2023-08-03
1943,76659,3320.81,2024-02-23
1944,11584,4763.28,2024-08-09
1945,97266,894.72,2025-07-15
1946,95009,1207.49,2025-04-08
1947,986,304.03,2026-04-09
1948,59150,3719.29,2026-02-01
1949,35929,2666.26,2024-08-07
1950,5620,1879.56,2024-10-17
1951,18913,4298.24,2026-05-14
1952,12299,665.45,2025-05-29
1953,58509,2048.85,2025-03-24
1954,23608,8430.93,2026-06-18
1955,10927,2013.31,2026-06-12
1956,68093,5185.97,2025-10-13
1957,23196,1161.24,2023-11-18
1958,64640,688.22,2026-02-25
1959,54710,2613.65,2025-07-08
1960,95129,871.2,2025-04-29
1961,75085,831.82,2025-02-11
1962,42777,1565.47,2024-11-29
1963,69169,414.82,2026-07-09
1964,33990,704.97,2025-02-16
1965,93112,76.26,2023-10-27
1966,10964,1133.66,2026-06-20
1967,49020,110.78,2023-08-04
1968,70585,3392.53,2024-12-19
1969,10300,6426.6,2024-06-15
1970,57344,3651.83,2025-02-27
1971,76300,3571.66,2025-03-14
1972,78558,4245.01,2026-04-02
1973,49873,6640.02,2024-11-18
1974,23755,2865.77,2024-03-17
1975,17709,3273.93,2024-02-18
1976,20777,2550.81,2024-07-22
1977,23918,617.76,2023-12-06
1978,57505,48.09,2025-12-08
1979,85689,3760.0,2024-06-25
1980,34277,1423.24,2025-03-20
1981,2340,79.45,2024-07-11
1982,54623,381.72,2024-08-10
1983,86703,6245.34,2025-12-31
1984,71317,4913.0,2024-01-22
1985,88929,2559.43,2024-04-11
1986,46949,5172.65,2023-08-08
1987,58472,376.82,2024-01-19
1988,59277,364.66,2025-04-11
1989,13859,691.4,2026-02-03
1990,74731,878.83,2026-01-21
1991,52299,11023.64,2025-03-21
1992,55928,3224.99,2024-12-19
1993,52003,2683.82,2026-02-06
1994,981,723.09,2023-08-01
1995,35396,1742.05,2025-09-04
1996,58381,6729.29,2025-04-29
1997,44244,2235.72,2025-06-10
1998,8746,3682.67,2024-08-18
1999,96759,3418.81,2023-11-10
2000,45068,119.44,2025-11-07
2001,24251,495.76,2025-06-07
2002,43812,3581.24,2025-08-16
2003,35987,1606.29,2025-05-23
2004,73843,830.17,2023-11-26
2005,13564,687.02,2025-04-27
2006,72262,2533.03,2025-11-09
2007,70238,529.26,2024-08-06
2008,2784,757.22,2025-05-13
2009,41277,2833.09,2024-10-24
2010,32902,3303.21,2025-01-10
2011,97033,357.3,2023-12-30
2012,6668,5363.95,2025-02-12
2013,23194,252.3,2025-05-30
2014,60274,3879.81,2025-12-13
2015,76559,691.85,2024-09-19
2016,8765,1527.67,2025-03-11
2017,49448,91.26,2025-08-02
2018,32227,5071.39,2025-03-03
2019,52827,1610.77,2025-11-04
2020,96010,330.34,2026-01-03
2021,6271,232.99,2025-06-16
2022,68672,3648.21,2025-03-09
2023,27412,350.49,2023-08-07
2024,36458,520.21,2024-09-23
2025,40212,1822.76,2023-10-11
2026,92177,8411.6,2023-12-26
2027,54580,1240.02,2023-09-21
2028,85061,10621.84,2026-05-14
2029,28006,370.91,2024-06-13
2030,38528,1587.27,2025-08-11
2031,36533,323.3,2024-01-31
2032,98542,799.39,2023-07-31
2033,68527,1095.17,2025-05-21
2034,70807,3589.02,2024-08-01
2035,78446,492.78,2023-09-24
2036,53064,3191.94,2025-06-18
2037,38425,30.91,2024-12-25
2038,61543,6521.8,2023-10-23
2039,65199,2498.44,2025-08-05
2040,50365,3303.23,2024-03-29
2041,11747,9771.42,2025-05-29
2042,4025,2163.26,2026-03-22
2043,3571,7900.52,2024-04-16
2044,23810,2209.15,2026-03-20
2045,30095,3219.78,2026-06-14
2046,80830,2894.08,2024-06-28
2047,34223,384.85,2025-12-16
2048,30687,825.32,2025-03-15
2049,25972,7844.29,2024-09-04
2050,3314,685.85,2023-09-23
2051,58488,373.77,2023-12-25
2052,53394,2440.66,2023-07-16
2053,615,3862.77,2026-06-15
2054,58594,526.92,2023-08-01
2055,10367,1615.88,2024-09-09
2056,79697,6605.31,2024-03-20
2057,30398,324.92,2024-02-04
2058,67237,3115.45,2024-12-28
2059,29940,6606.05,2024-07-27
2060,88898,8004.84,2026-05-12
2061,55538,4988.17,2025-12-30
2062,79825,6448.58,2025-08-17
2063,64726,2917.88,2025-08-05
2064,26567,2138.77,2024-08-09
2065,62677,7060.26,2024-03-03
2066,4194,3217.85,2025-07-28
2067,12072,454.55,2026-02-01
2068,31428,4340.18,2023-08-10
2069,21261,6125.31,2024-04-27
2070,8664,1567.96,2025-07-29
2071,86350,4591.98,2024-06-04
2072,29953,794.77,2023-09-18
2073,21052,688.6,2024-10-25
2074,70629,5439.7,2025-06-25
2075,91126,82.89,2024-04-22
2076,54638,1649.9,2023-08-20
2077,60285,6666.4,2025-08-30
2078,94883,2076.94,2025-05-02
2079,39695,623.91,2024-07-02
2080,26238,1727.27,2026-06-10
2081,38723,4428.64,2024-06-23
2082,92343,6528.57,2024-12-03
2083,42593,3959.1,2026-04-09
2084,72270,1912.06,2023-12-23
2085,97317,2490.24,2025-03-30
2086,91341,2424.42,2026-02-25
2087,99433,3628.27,2026-04-12
2088,96992,6327.06,2026-05-19
2089,94189,5527.21,2024-07-05
2090,897,1046.23,2024-11-22
2091,67302,399.86,2025-08-18
2092,53922,1288.96,2023-12-27
2093,97621,570.75,2025-03-26
2094,21378,1751.22,2026-04-25
2095,16541,3009.4,2026-01-29
2096,81012,1694.72,2025-10-05
2097,41409,1133.04,2026-03-21
2098,92612,4176.06,2026-02-01
2099,39796,8430.95,2023-08-04
2100,35380,1215.47,2025-05-06
2101,27228,1063.52,2023-09-25
2102,7113,4711.04,2026-04-28
2103,6833,14.21,2026-02-25
2104,3738,7469.34,2026-01-11
2105,29196,8697.31,2023-12-13
2106,63148,1521.83,2025-06-07
2107,65091,325.56,2026-04-27
2108,75188,729.02,2023-07-23
2109,86548,728.85,2025-06-25
2110,54967,248.22,2024-11-11
2111,49766,7199.57,2026-03-16
2112,25744,1114.37,2026-05-05
2113,47642,450.22,2026-03-09
2114,75110,2916.1,2025-03-10
2115,42190,4204.14,2024-02-23
2116,93052,1083.74,2024-06-23
2117,81823,1520.26,2025-03-01
2118,49772,177.27,2025-10-04
2119,63346,4038.21,2025-10-04
2120,61570,920.73,2024-01-22
2121,52227,373.41,2024-04-08
2122,86638,1392.58,2026-01-28
2123,20229,5104.92,2025-02-05
2124,39989,4330.25,2025-02-18
2125,16241,4860.76,2024-05-25
2126,32093,10855.21,2026-02-04
2127,74208,4393.05,2023-11-09
2128,34036,5360.54,2026-04-22
2129,89520,4525.19,2024-05-18
2130,91287,1687.66,2024-01-15
2131,14052,2933.46,2025-11-04
2132,83938,1354.2,2023-07-01
2133,57284,628.31,2026-06-23
2134,23036,3078.31,2023-09-19
2135,88702,2181.02,2025-11-04
2136,35270,813.58,2025-08-10
2137,98692,3984.66,2025-11-08
2138,38902,40.21,2026-03-19
2139,42505,4171.0,2024-05-17
2140,64128,2356.57,2025-10-22
2141,65906,1096.5,2023-11-25
2142,73312,78.41,2025-05-10
2143,92253,2453.13,2023-09-03
2144,52129,4284.2,2025-08-23
2145,99489,6412.96,2023-07-11
2146,41389,389.16,2026-02-27
2147,55296,177.14,2026-04-22
2148,33916,242.7,2023-11-07
2149,21891,7192.45,2023-11-30
2150,93065,277.62,2024-10-02
2151,62585,1518.85,2024-01-01
2152,47345,3700.07,2024-06-04
2153,2688,1674.21,2024-01-07
2154,84126,5790.22,2025-04-05
2155,6934,4478.11,2024-10-03
2156,73773,2318.78,2023-11-04
2157,11462,1400.42,2024-10-24
2158,80488,3282.82,2026-01-03
2159,62448,662.11,2024-03-22
2160,64799,324.31,2024-11-24
2161,83135,894.82,2025-03-09
2162,73277,105.54,2026-01-03
2163,65336,1287.03,2024-11-29
2164,5105,2463.23,2023-10-28
2165,52231,5464.76,2024-06-25
2166,42305,491.82,2026-05-24
2167,187,3396.97,2026-01-15
2168,73631,984.71,2024-03-04
2169,27245,265.14,2024-03-18
2170,57788,2190.19,2025-12-03
2171,83399,1285.32,2025-04-23
2172,14318,871.64,2024-01-07
2173,35090,3437.76,2025-05-09
2174,98756,6238.86,2026-05-20
2175,1464,3583.15,2025-09-23
2176,79851,1802.21,2025-10-31
2177,52766,2932.35,2024-04-24
2178,49483,193.41,2025-12-22
2179,79563,3657.33,2025-04-08
2180,72364,299.33,2023-08-19
2181,61128,3110.13,2025-04-11
2182,49513,321.36,2024-01-02
2183,89611,215.57,2023-10-18
2184,89409,165.88,2025-07-02
2185,28818,66.29,2023-11-15
2186,4450,4989.88,2025-07-06
2187,61375,3800.17,2024-04-16
2188,573,847.48,2025-06-22
2189,4912,1776.96,2024-03-23
2190,67813,1088.21,2023-10-14
2191,85376,1205.55,2024-12-15
2192,37447,3349.45,2023-10-23
2193,84008,232.3,2025-06-14
2194,34328,6249.81,2025-08-26
2195,43144,3510.87,2024-09-29
2196,40773,5270.68,2024-11-22
2197,87502,2190.52,2025-12-06
2198,59395,652.99,2026-05-21
2199,37524,145.78,2026-06-07
2200,37024,770.23,2023-08-24
2201,57223,956.32,2024-05-04
2202,88990,4017.74,2024-11-19
2203,93717,6678.23,2023-08-21
2204,11151,4288.29,2026-02-20
2205,55005,473.39,2025-10-08
2206,68272,8332.05,2023-09-26
2207,85309,4395.68,2026-01-26
2208,95775,7545.9,2025-10-27
2209,6118,816.33,2023-08-28
2210,65733,1941.38,2025-02-12
2211,79403,1571.45,2024-11-12
2212,60289,4610.86,2025-05-06
2213,33790,7370.69,2024-12-05
2214,14486,3629.0,2026-03-05
2215,17191,1770.7,2023-12-22
2216,51681,547.88,2023-10-28
2217,29227,1921.02,2026-05-29
2218,64572,1880.54,2024-02-13
2219,94615,65.06,2025-02-04
2220,53576,1265.36,2026-07-05
2221,4190,172.41,2026-03-21
2222,7546,6397.79,2024-07-22
2223,57517,6082.19,2024-11-29
2224,36294,8997.76,2025-02-01
2225,64349,517.27,2024-07-23
2226,54213,1393.28,2023-11-14
2227,43113,4893.13,2024-07-21
2228,41579,1728.71,2025-11-30
2229,19731,245.57,2026-01-09
2230,43892,2485.68,2024-05-18
2231,7135,114.07,2024-09-04
2232,81360,3339.58,2025-01-16
2233,21854,380.5,2026-03-30
2234,29984,1193.05,2025-08-22
2235,54540,332.56,2024-06-03
2236,48389,2669.08,2025-02-05
2237,34124,2550.77,2025-05-14
2238,69619,1437.51,2023-11-10
2239,37210,4913.93,2024-03-03
2240,12963,2775.75,2024-03-08
2241,89574,1239.8,2024-02-02
2242,78072,3111.33,2026-06-01
2243,84808,1364.69,2025-01-26
2244,53819,2578.11,2024-02-19
2245,619,2898.45,2023-11-02
2246,75371,2106.54,2026-01-15
2247,93376,669.92,2024-07-31
2248,22985,203.56,2023-09-21
2249,1138,787.78,2024-02-24
2250,25998,4181.01,2024-04-13
2251,14169,3396.21,2023-07-02
2252,11947,613.16,2026-04-21
2253,42562,882.02,2025-07-26
2254,22610,4984.76,2026-05-11
2255,1061,497.91,2023-08-08
2256,26942,276.38,2023-08-11
2257,98481,82.29,2025-03-27
2258,73835,2526.43,2025-07-05
2259,61934,357.74,2024-07-21
2260,35725,6845.75,2025-02-26
2261,55057,588.98,2025-02-12
2262,20071,5126.77,2025-11-25
2263,39252,11809.17,2024-01-26
2264,9527,2953.57,2025-01-06
2265,50464,1034.93,2026-02-14
2266,28080,387.0,2024-09-09
2267,49043,830.31,2026-01-07
2268,15611,564.8,2025-07-05
2269,14321,2205.73,2024-06-09
2270,51649,344.01,2024-09-09
2271,24930,346.63,2023-08-22
2272,56108,3231.78,2024-09-17
2273,82444,4445.2,2026-01-21
2274,41623,435.45,2025-02-20
2275,56499,5474.48,2024-03-22
2276,52451,5377.06,2026-01-01
2277,88385,5043.38,2025-05-30
2278,78317,3160.68,2025-03-09
2279,64672,208.09,2024-05-02
2280,74081,767.95,2023-07-27
2281,99188,7786.01,2023-09-21
2282,11615,446.16,2024-05-13
2283,84128,2329.39,2026-03-29
2284,15250,1751.86,2024-05-20
2285,95718,1097.49,2024-04-25
2286,37912,374.66,2024-06-07
2287,74689,431.22,2024-07-04
2288,13368,279.21,2023-10-20
2289,57991,5147.89,2025-12-25
2290,86281,3877.07,2023-08-10
2291,89430,2971.44,2023-09-16
2292,47312,1648.24,2025-01-09
2293,98974,2483.97,2023-11-07
2294,84176,2454.62,2024-11-18
2295,76094,1558.43,2024-05-24
2296,14255,5037.94,2025-03-04
2297,62943,787.8,2025-08-31
2298,22303,987.07,2023-12-16
2299,99817,226.69,2026-03-13
2300,82072,11207.06,2023-12-27
2301,65699,693.87,2026-02-01
2302,94115,1016.78,2023-11-22
2303,97827,1521.27,2025-09-14
2304,90074,11333.52,2023-07-15
2305,26665,1147.93,2025-06-18
2306,32411,777.31,2025-10-13
2307,43411,2476.65,2023-07-27
2308,43432,2881.24,2024-12-21
2309,81411,4714.01,2025-02-21
2310,75861,2790.77,2023-09-28
2311,86302,1070.14,2023-07-10
2312,90716,177.29,2026-05-29
2313,37103,1124.87,2023-08-24
2314,16500,543.66,2025-11-27
2315,16371,518.03,2026-06-01
2316,39234,2466.13,2024-03-29
2317,76776,355.67,2024-08-19
2318,22528,471.39,2024-05-18
2319,14683,1823.77,2024-01-10
2320,85177,1208.8,2025-12-30
2321,877,247.82,2024-01-26
2322,89328,2651.0,2025-07-09
2323,79081,153.02,2024-11-11
2324,14042,698.73,2025-11-11
2325,44594,8369.47,2026-05-09
2326,88228,247.37,2026-05-14
2327,11090,1217.52,2025-04-08
2328,6542,4781.59,2025-11-01
2329,475,2518.43,2025-03-23
2330,85809,9757.99,2024-06-15
2331,46801,143.98,2024-04-14
2332,2548,454.89,2024-06-08
2333,58112,470.66,2023-11-30
2334,91066,2073.41,2024-06-28
2335,9982,6623.86,2025-06-17
2336,27870,1709.38,2026-06-15
2337,18216,1107.74,2026-01-19
2338,97248,668.38,2025-02-15
2339,19437,2376.3,2023-12-20
2340,19819,1396.88,2024-08-15
2341,44721,350.43,2025-04-05
2342,57113,2579.75,2024-11-01
2343,26117,492.89,2026-02-22
2344,83737,3779.05,2025-02-12
2345,14297,2339.1,2023-08-18
2346,6152,424.23,2023-08-01
2347,60692,2098.04,2025-05-01
2348,11314,355.73,2025-01-11
2349,75448,588.98,2023-10-31
2350,31221,1645.5,2026-03-14
2351,9837,3100.39,2024-08-29
2352,38443,6034.31,2024-01-31
2353,94058,3873.31,2025-06-17
2354,57274,3833.57,2024-10-08
2355,63260,1427.22,2025-09-23
2356,78056,2154.93,2026-04-06
2357,41302,257.07,2026-02-03
2358,92699,4176.4,2025-11-03
2359,42207,4115.29,2024-04-02
2360,56025,2830.0,2025-07-05
2361,31841,5309.98,2025-03-30
2362,1567,1089.55,2025-07-07
2363,98953,408.96,2025-08-04
2364,57144,4477.14,2024-03-13
2365,78225,3308.18,2024-02-21
2366,34285,874.98,2025-03-29
2367,11115,3775.84,2024-04-12
